tanggal,jumlah_pasien,is_weekend,is_imlek,is_idulfitri,is_idulfitri_sec,is_iduladha,is_waisak,is_natal,is_nyepi,is_libur_nasional,lag_1,lag_7,lag_14,lag_21,lag_30
2025-05-02,126,0,0,0,0,0,0,0,0,0,113,116,106,117,35
2025-05-03,102,1,0,0,0,0,0,0,0,0,126,106,88,109,40
2025-05-04,103,1,0,0,0,0,0,0,0,0,102,115,96,99,57
2025-05-05,131,0,0,0,0,0,1,0,0,0,103,142,125,109,54
2025-05-06,138,0,0,0,0,0,1,0,0,0,131,133,116,106,59
2025-05-07,135,0,0,0,0,0,1,0,0,0,138,125,124,109,70
2025-05-08,115,0,0,0,0,0,1,0,0,0,135,113,116,110,91
2025-05-09,114,0,0,0,0,0,1,0,0,0,115,126,116,106,110
2025-05-10,92,1,0,0,0,0,1,0,0,0,114,102,106,88,116
2025-05-11,72,1,0,0,0,0,1,0,0,0,92,103,115,96,117
2025-05-12,82,0,0,0,0,0,1,0,0,1,72,131,142,125,109
2025-05-13,70,0,0,0,0,0,1,0,0,0,82,138,133,116,99
2025-05-14,82,0,0,0,0,0,1,0,0,0,70,135,125,124,109
2025-05-15,99,0,0,0,0,0,1,0,0,0,82,115,113,116,106
2025-05-16,106,0,0,0,0,0,1,0,0,0,99,114,126,116,109
2025-05-17,97,1,0,0,0,0,1,0,0,0,106,92,102,106,110
2025-05-18,109,1,0,0,0,0,1,0,0,0,97,72,103,115,106
2025-05-19,122,0,0,0,0,0,1,0,0,0,109,82,131,142,88
2025-05-20,121,0,0,0,0,0,0,0,0,0,122,70,138,133,96
2025-05-21,129,0,0,0,0,0,0,0,0,0,121,82,135,125,125
2025-05-22,113,0,0,0,0,0,0,0,0,0,129,99,115,113,116
2025-05-23,113,0,0,0,0,0,0,0,0,0,113,106,114,126,124
2025-05-24,96,1,0,0,0,0,0,0,0,0,113,97,92,102,116
2025-05-25,76,1,0,0,0,0,0,0,0,0,96,109,72,103,116
2025-05-26,80,0,0,0,0,0,0,0,0,0,76,122,82,131,106
2025-05-27,88,0,0,0,0,0,0,0,0,0,80,121,70,138,115
2025-05-28,91,0,0,0,0,0,0,0,0,0,88,129,82,135,142
2025-05-29,80,0,0,0,0,0,0,0,0,1,91,113,99,115,133
2025-05-30,81,0,0,0,0,1,0,0,0,0,80,113,106,114,125
2025-05-31,86,1,0,0,0,1,0,0,0,0,81,96,97,92,113
2025-06-01,85,1,0,0,0,1,0,0,0,1,86,76,109,72,126
2025-06-02,111,0,0,0,0,1,0,0,0,0,85,80,122,82,102
2025-06-03,108,0,0,0,0,1,0,0,0,0,111,88,121,70,103
2025-06-04,106,0,0,0,0,1,0,0,0,0,108,91,129,82,131
2025-06-05,92,0,0,0,0,1,0,0,0,0,106,80,113,99,138
2025-06-06,75,0,0,0,0,1,0,0,0,1,92,81,113,106,135
2025-06-07,75,1,0,0,0,1,0,0,0,0,75,86,96,97,115
2025-06-08,77,1,0,0,0,1,0,0,0,0,75,85,76,109,114
2025-06-09,79,0,0,0,0,1,0,0,0,0,77,111,80,122,92
2025-06-10,98,0,0,0,0,1,0,0,0,0,79,108,88,121,72
2025-06-11,105,0,0,0,0,1,0,0,0,0,98,106,91,129,82
2025-06-12,107,0,0,0,0,1,0,0,0,0,105,92,80,113,70
2025-06-13,97,0,0,0,0,1,0,0,0,0,107,75,81,113,82
2025-06-14,88,1,0,0,0,0,0,0,0,0,97,75,86,96,99
2025-06-15,83,1,0,0,0,0,0,0,0,0,88,77,85,76,106
2025-06-16,98,0,0,0,0,0,0,0,0,0,83,79,111,80,97
2025-06-17,94,0,0,0,0,0,0,0,0,0,98,98,108,88,109
2025-06-18,97,0,0,0,0,0,0,0,0,0,94,105,106,91,122
2025-06-19,100,0,0,0,0,0,0,0,0,0,97,107,92,80,121
2025-06-20,94,0,0,0,0,0,0,0,0,0,100,97,75,81,129
2025-06-21,88,1,0,0,0,0,0,0,0,0,94,88,75,86,113
2025-06-22,95,1,0,0,0,0,0,0,0,0,88,83,77,85,113
2025-06-23,112,0,0,0,0,0,0,0,0,0,95,98,79,111,96
2025-06-24,111,0,0,0,0,0,0,0,0,0,112,94,98,108,76
2025-06-25,123,0,0,0,0,0,0,0,0,0,111,97,105,106,80
2025-06-26,122,0,0,0,0,0,0,0,0,0,123,100,107,92,88
2025-06-27,109,0,0,0,0,0,0,0,0,1,122,94,97,75,91
2025-06-28,105,1,0,0,0,0,0,0,0,0,109,88,88,75,80
2025-06-29,90,1,0,0,0,0,0,0,0,0,105,95,83,77,81
2025-06-30,107,0,0,0,0,0,0,0,0,0,90,112,98,79,86
2025-07-01,102,0,0,0,0,0,0,0,0,0,107,111,94,98,85
2025-07-02,111,0,0,0,0,0,0,0,0,0,102,123,97,105,111
2025-07-03,122,0,0,0,0,0,0,0,0,0,111,122,100,107,108
2025-07-04,124,0,0,0,0,0,0,0,0,0,122,109,94,97,106
2025-07-05,113,1,0,0,0,0,0,0,0,0,124,105,88,88,92
2025-07-06,105,1,0,0,0,0,0,0,0,0,113,90,95,83,75
2025-07-07,132,0,0,0,0,0,0,0,0,0,105,107,112,98,75
2025-07-08,113,0,0,0,0,0,0,0,0,0,132,102,111,94,77
2025-07-09,122,0,0,0,0,0,0,0,0,0,113,111,123,97,79
2025-07-10,108,0,0,0,0,0,0,0,0,0,122,122,122,100,98
2025-07-11,100,0,0,0,0,0,0,0,0,0,108,124,109,94,105
2025-07-12,93,1,0,0,0,0,0,0,0,0,100,113,105,88,107
2025-07-13,98,1,0,0,0,0,0,0,0,0,93,105,90,95,97
2025-07-14,123,0,0,0,0,0,0,0,0,0,98,132,107,112,88
2025-07-15,123,0,0,0,0,0,0,0,0,0,123,113,102,111,83
2025-07-16,140,0,0,0,0,0,0,0,0,0,123,122,111,123,98
2025-07-17,136,0,0,0,0,0,0,0,0,0,140,108,122,122,94
2025-07-18,129,0,0,0,0,0,0,0,0,0,136,100,124,109,97
2025-07-19,122,1,0,0,0,0,0,0,0,0,129,93,113,105,100
2025-07-20,103,1,0,0,0,0,0,0,0,0,122,98,105,90,94
2025-07-21,104,0,0,0,0,0,0,0,0,0,103,123,132,107,88
2025-07-22,108,0,0,0,0,0,0,0,0,0,104,123,113,102,95
2025-07-23,119,0,0,0,0,0,0,0,0,0,108,140,122,111,112
2025-07-24,117,0,0,0,0,0,0,0,0,0,119,136,108,122,111
2025-07-25,129,0,0,0,0,0,0,0,0,0,117,129,100,124,123
2025-07-26,98,1,0,0,0,0,0,0,0,0,129,122,93,113,122
2025-07-27,86,1,0,0,0,0,0,0,0,0,98,103,98,105,109
2025-07-28,95,0,0,0,0,0,0,0,0,0,86,104,123,132,105
2025-07-29,91,0,0,0,0,0,0,0,0,0,95,108,123,113,90
2025-07-30,103,0,0,0,0,0,0,0,0,0,91,119,140,122,107
2025-07-31,101,0,0,0,0,0,0,0,0,0,103,117,136,108,102
2025-08-01,97,0,0,0,0,0,0,0,0,0,101,129,129,100,111
2025-08-02,93,1,0,0,0,0,0,0,0,0,97,98,122,93,122
2025-08-03,89,1,0,0,0,0,0,0,0,0,93,86,103,98,124
2025-08-04,109,0,0,0,0,0,0,0,0,0,89,95,104,123,113
2025-08-05,120,0,0,0,0,0,0,0,0,0,109,91,108,123,105
2025-08-06,123,0,0,0,0,0,0,0,0,0,120,103,119,140,132
2025-08-07,120,0,0,0,0,0,0,0,0,0,123,101,117,136,113
2025-08-08,113,0,0,0,0,0,0,0,0,0,120,97,129,129,122
2025-08-09,102,1,0,0,0,0,0,0,0,0,113,93,98,122,108
2025-08-10,100,1,0,0,0,0,0,0,0,0,102,89,86,103,100
2025-08-11,115,0,0,0,0,0,0,0,0,0,100,109,95,104,93
2025-08-12,109,0,0,0,0,0,0,0,0,0,115,120,91,108,98
2025-08-13,121,0,0,0,0,0,0,0,0,0,109,123,103,119,123
2025-08-14,130,0,0,0,0,0,0,0,0,0,121,120,101,117,123
2025-08-15,121,0,0,0,0,0,0,0,0,0,130,113,97,129,140
2025-08-16,121,1,0,0,0,0,0,0,0,0,121,102,93,98,136
2025-08-17,94,1,0,0,0,0,0,0,0,1,121,100,89,86,129
2025-08-18,102,0,0,0,0,0,0,0,0,0,94,115,109,95,122
2025-08-19,107,0,0,0,0,0,0,0,0,0,102,109,120,91,103
2025-08-20,119,0,0,0,0,0,0,0,0,0,107,121,123,103,104
2025-08-21,130,0,0,0,0,0,0,0,0,0,119,130,120,101,108
2025-08-22,136,0,0,0,0,0,0,0,0,0,130,121,113,97,119
2025-08-23,121,1,0,0,0,0,0,0,0,0,136,121,102,93,117
2025-08-24,118,1,0,0,0,0,0,0,0,0,121,94,100,89,129
2025-08-25,133,0,0,0,0,0,0,0,0,0,118,102,115,109,98
2025-08-26,125,0,0,0,0,0,0,0,0,0,133,107,109,120,86
2025-08-27,122,0,0,0,0,0,0,0,0,0,125,119,121,123,95
2025-08-28,126,0,0,0,0,0,0,0,0,0,122,130,130,120,91
2025-08-29,115,0,0,0,0,0,0,0,0,0,126,136,121,113,103
2025-08-30,110,1,0,0,0,0,0,0,0,0,115,121,121,102,101
2025-08-31,94,1,0,0,0,0,0,0,0,0,110,118,94,100,97
2025-09-01,107,0,0,0,0,0,0,0,0,0,94,133,102,115,93
2025-09-02,103,0,0,0,0,0,0,0,0,0,107,125,107,109,89
2025-09-03,112,0,0,0,0,0,0,0,0,0,103,122,119,121,109
2025-09-04,122,0,0,0,0,0,0,0,0,0,112,126,130,130,120
2025-09-05,117,0,0,0,0,0,0,0,0,1,122,115,136,121,123
2025-09-06,108,1,0,0,0,0,0,0,0,0,117,110,121,121,120
2025-09-07,97,1,0,0,0,0,0,0,0,0,108,94,118,94,113
2025-09-08,116,0,0,0,0,0,0,0,0,0,97,107,133,102,102
2025-09-09,121,0,0,0,0,0,0,0,0,0,116,103,125,107,100
2025-09-10,133,0,0,0,0,0,0,0,0,0,121,112,122,119,115
2025-09-11,128,0,0,0,0,0,0,0,0,0,133,122,126,130,109
2025-09-12,114,0,0,0,0,0,0,0,0,0,128,117,115,136,121
2025-09-13,103,1,0,0,0,0,0,0,0,0,114,108,110,121,130
2025-09-14,103,1,0,0,0,0,0,0,0,0,103,97,94,118,121
2025-09-15,119,0,0,0,0,0,0,0,0,0,103,116,107,133,121
2025-09-16,114,0,0,0,0,0,0,0,0,0,119,121,103,125,94
2025-09-17,132,0,0,0,0,0,0,0,0,0,114,133,112,122,102
2025-09-18,122,0,0,0,0,0,0,0,0,0,132,128,122,126,107
2025-09-19,123,0,0,0,0,0,0,0,0,0,122,114,117,115,119
2025-09-20,93,1,0,0,0,0,0,0,0,0,123,103,108,110,130
2025-09-21,88,1,0,0,0,0,0,0,0,0,93,103,97,94,136
2025-09-22,119,0,0,0,0,0,0,0,0,0,88,119,116,107,121
2025-09-23,116,0,0,0,0,0,0,0,0,0,119,114,121,103,118
2025-09-24,137,0,0,0,0,0,0,0,0,0,116,132,133,112,133
2025-09-25,133,0,0,0,0,0,0,0,0,0,137,122,128,122,125
2025-09-26,128,0,0,0,0,0,0,0,0,0,133,123,114,117,122
2025-09-27,124,1,0,0,0,0,0,0,0,0,128,93,103,108,126
2025-09-28,110,1,0,0,0,0,0,0,0,0,124,88,103,97,115
2025-09-29,133,0,0,0,0,0,0,0,0,0,110,119,119,116,110
2025-09-30,122,0,0,0,0,0,0,0,0,0,133,116,114,121,94
2025-10-01,124,0,0,0,0,0,0,0,0,0,122,137,132,133,107
2025-10-02,115,0,0,0,0,0,0,0,0,0,124,133,122,128,103
2025-10-03,95,0,0,0,0,0,0,0,0,0,115,128,123,114,112
2025-10-04,91,1,0,0,0,0,0,0,0,0,95,124,93,103,122
2025-10-05,96,1,0,0,0,0,0,0,0,0,91,110,88,103,117
2025-10-06,130,0,0,0,0,0,0,0,0,0,96,133,119,119,108
2025-10-07,136,0,0,0,0,0,0,0,0,0,130,122,116,114,97
2025-10-08,157,0,0,0,0,0,0,0,0,0,136,124,137,132,116
2025-10-09,147,0,0,0,0,0,0,0,0,0,157,115,133,122,121
2025-10-10,134,0,0,0,0,0,0,0,0,0,147,95,128,123,133
2025-10-11,116,1,0,0,0,0,0,0,0,0,134,91,124,93,128
2025-10-12,108,1,0,0,0,0,0,0,0,0,116,96,110,88,114
2025-10-13,122,0,0,0,0,0,0,0,0,0,108,130,133,119,103
2025-10-14,122,0,0,0,0,0,0,0,0,0,122,136,122,116,103
2025-10-15,144,0,0,0,0,0,0,0,0,0,122,157,124,137,119
2025-10-16,130,0,0,0,0,0,0,0,0,0,144,147,115,133,114
2025-10-17,126,0,0,0,0,0,0,0,0,0,130,134,95,128,132
2025-10-18,125,1,0,0,0,0,0,0,0,0,126,116,91,124,122
2025-10-19,113,1,0,0,0,0,0,0,0,0,125,108,96,110,123
2025-10-20,133,0,0,0,0,0,0,0,0,0,113,122,130,133,93
2025-10-21,126,0,0,0,0,0,0,0,0,0,133,122,136,122,88
2025-10-22,125,0,0,0,0,0,0,0,0,0,126,144,157,124,119
2025-10-23,116,0,0,0,0,0,0,0,0,0,125,130,147,115,116
2025-10-24,110,0,0,0,0,0,0,0,0,0,116,126,134,95,137
2025-10-25,108,1,0,0,0,0,0,0,0,0,110,125,116,91,133
2025-10-26,106,1,0,0,0,0,0,0,0,0,108,113,108,96,128
2025-10-27,123,0,0,0,0,0,0,0,0,0,106,133,122,130,124
2025-10-28,117,0,0,0,0,0,0,0,0,0,123,126,122,136,110
2025-10-29,108,0,0,0,0,0,0,0,0,0,117,125,144,157,133
2025-10-30,114,0,0,0,0,0,0,0,0,0,108,116,130,147,122
2025-10-31,103,0,0,0,0,0,0,0,0,0,114,110,126,134,124
2025-11-01,90,1,0,0,0,0,0,0,0,0,103,108,125,116,115
2025-11-02,93,1,0,0,0,0,0,0,0,0,90,106,113,108,95
2025-11-03,119,0,0,0,0,0,0,0,0,0,93,123,133,122,91
2025-11-04,122,0,0,0,0,0,0,0,0,0,119,117,126,122,96
2025-11-05,142,0,0,0,0,0,0,0,0,0,122,108,125,144,130
2025-11-06,139,0,0,0,0,0,0,0,0,0,142,114,116,130,136
2025-11-07,116,0,0,0,0,0,0,0,0,0,139,103,110,126,157
2025-11-08,100,1,0,0,0,0,0,0,0,0,116,90,108,125,147
2025-11-09,85,1,0,0,0,0,0,0,0,0,100,93,106,113,134
2025-11-10,110,0,0,0,0,0,0,0,0,0,85,119,123,133,116
2025-11-11,99,0,0,0,0,0,0,0,0,0,110,122,117,126,108
2025-11-12,110,0,0,0,0,0,0,0,0,0,99,142,108,125,122
2025-11-13,111,0,0,0,0,0,0,0,0,0,110,139,114,116,122
2025-11-14,107,0,0,0,0,0,0,0,0,0,111,116,103,110,144
2025-11-15,105,1,0,0,0,0,0,0,0,0,107,100,90,108,130
2025-11-16,87,1,0,0,0,0,0,0,0,0,105,85,93,106,126
2025-11-17,104,0,0,0,0,0,0,0,0,0,87,110,119,123,125
2025-11-18,115,0,0,0,0,0,0,0,0,0,104,99,122,117,113
2025-11-19,116,0,0,0,0,0,0,0,0,0,115,110,142,108,133
2025-11-20,110,0,0,0,0,0,0,0,0,0,116,111,139,114,126
2025-11-21,109,0,0,0,0,0,0,0,0,0,110,107,116,103,125
2025-11-22,99,1,0,0,0,0,0,0,0,0,109,105,100,90,116
2025-11-23,83,1,0,0,0,0,0,0,0,0,99,87,85,93,110
2025-11-24,86,0,0,0,0,0,0,0,0,0,83,104,110,119,108
2025-11-25,94,0,0,0,0,0,0,0,0,0,86,115,99,122,106
2025-11-26,100,0,0,0,0,0,0,0,0,0,94,116,110,142,123
2025-11-27,97,0,0,0,0,0,0,0,0,0,100,110,111,139,117
2025-11-28,97,0,0,0,0,0,0,0,0,0,97,109,107,116,108
2025-11-29,83,1,0,0,0,0,0,0,0,0,97,99,105,100,114
2025-11-30,80,1,0,0,0,0,0,0,0,0,83,83,87,85,103
2025-12-01,103,0,0,0,0,0,0,0,0,0,80,86,104,110,90
2025-12-02,93,0,0,0,0,0,0,0,0,0,103,94,115,99,93
2025-12-03,110,0,0,0,0,0,0,0,0,0,93,100,116,110,119
2025-12-04,108,0,0,0,0,0,0,0,0,0,110,97,110,111,122
2025-12-05,98,0,0,0,0,0,0,0,0,0,108,97,109,107,142
2025-12-06,95,1,0,0,0,0,0,0,0,0,98,83,99,105,139
2025-12-07,87,1,0,0,0,0,0,0,0,0,95,80,83,87,116
2025-12-08,111,0,0,0,0,0,0,0,0,0,87,103,86,104,100
2025-12-09,104,0,0,0,0,0,0,0,0,0,111,93,94,115,85
2025-12-10,105,0,0,0,0,0,0,0,0,0,104,110,100,116,110
2025-12-11,99,0,0,0,0,0,0,0,0,0,105,108,97,110,99
2025-12-12,89,0,0,0,0,0,0,0,0,0,99,98,97,109,110
2025-12-13,83,1,0,0,0,0,0,0,0,0,89,95,83,99,111
2025-12-14,83,1,0,0,0,0,0,0,0,0,83,87,80,83,107
2025-12-15,100,0,0,0,0,0,0,0,0,0,83,111,103,86,105
2025-12-16,104,0,0,0,0,0,0,0,0,0,100,104,93,94,87
2025-12-17,97,0,0,0,0,0,0,0,0,0,104,105,110,100,104
2025-12-18,94,0,0,0,0,0,0,1,0,0,97,99,108,97,115
2025-12-19,87,0,0,0,0,0,0,1,0,0,94,89,98,97,116
2025-12-20,74,1,0,0,0,0,0,1,0,0,87,83,95,83,110
2025-12-21,80,1,0,0,0,0,0,1,0,0,74,83,87,80,109
2025-12-22,97,0,0,0,0,0,0,1,0,0,80,100,111,103,99
2025-12-23,89,0,0,0,0,0,0,1,0,0,97,104,104,93,83
2025-12-24,94,0,0,0,0,0,0,1,0,0,89,97,105,110,86
2025-12-25,73,0,0,0,0,0,0,1,0,1,94,94,99,108,94
2025-12-26,75,0,0,0,0,0,0,1,0,0,73,87,89,98,100
2025-12-27,75,1,0,0,0,0,0,1,0,0,75,74,83,95,97
2025-12-28,80,1,0,0,0,0,0,1,0,0,75,80,83,87,97
2025-12-29,103,0,0,0,0,0,0,1,0,0,80,97,100,111,83
2025-12-30,110,0,0,0,0,0,0,1,0,0,103,89,104,104,80
2025-12-31,112,0,0,0,0,0,0,1,0,0,110,94,97,105,103
2026-01-01,100,0,0,0,0,0,0,1,0,1,112,73,94,99,93
2026-01-02,105,0,0,0,0,0,0,0,0,0,100,75,87,89,110
2026-01-03,100,1,0,0,0,0,0,0,0,0,105,75,74,83,108
2026-01-04,98,1,0,0,0,0,0,0,0,0,100,80,80,83,98
2026-01-05,114,0,0,0,0,0,0,0,0,0,98,103,97,100,95
2026-01-06,116,0,0,0,0,0,0,0,0,0,114,110,89,104,87
2026-01-07,130,0,0,0,0,0,0,0,0,0,116,112,94,97,111
2026-01-08,125,0,0,0,0,0,0,0,0,0,130,100,73,94,104
2026-01-09,117,0,0,0,0,0,0,0,0,0,125,105,75,87,105
2026-01-10,110,1,0,0,0,0,0,0,0,0,117,100,75,74,99
2026-01-11,99,1,0,0,0,0,0,0,0,0,110,98,80,80,89
2026-01-12,122,0,0,0,0,0,0,0,0,0,99,114,103,97,83
2026-01-13,112,0,0,0,0,0,0,0,0,0,122,116,110,89,83
2026-01-14,114,0,0,0,0,0,0,0,0,0,112,130,112,94,100
2026-01-15,106,0,0,0,0,0,0,0,0,0,114,125,100,73,104
2026-01-16,85,0,0,0,0,0,0,0,0,1,106,117,105,75,97
2026-01-17,88,1,0,0,0,0,0,0,0,0,85,110,100,75,94
2026-01-18,87,1,0,0,0,0,0,0,0,0,88,99,98,80,87
2026-01-19,117,0,0,0,0,0,0,0,0,0,87,122,114,103,74
2026-01-20,119,0,0,0,0,0,0,0,0,0,117,112,116,110,80
2026-01-21,134,0,0,0,0,0,0,0,0,0,119,114,130,112,97
2026-01-22,121,0,0,0,0,0,0,0,0,0,134,106,125,100,89
2026-01-23,116,0,0,0,0,0,0,0,0,0,121,85,117,105,94
2026-01-24,98,1,0,0,0,0,0,0,0,0,116,88,110,100,73
2026-01-25,85,1,0,0,0,0,0,0,0,0,98,87,99,98,75
2026-01-26,103,0,0,0,0,0,0,0,0,0,85,117,122,114,75
2026-01-27,99,0,0,0,0,0,0,0,0,0,103,119,112,116,80
2026-01-28,105,0,0,0,0,0,0,0,0,0,99,134,114,130,103
2026-01-29,112,0,0,0,0,0,0,0,0,0,105,121,106,125,110
2026-01-30,112,0,0,0,0,0,0,0,0,0,112,116,85,117,112
2026-01-31,107,1,0,0,0,0,0,0,0,0,112,98,88,110,100
2026-02-01,93,1,0,0,0,0,0,0,0,0,107,85,87,99,105
2026-02-02,107,0,0,0,0,0,0,0,0,0,93,103,117,122,100
2026-02-03,94,0,0,0,0,0,0,0,0,0,107,99,119,112,98
2026-02-04,88,0,0,0,0,0,0,0,0,0,94,105,134,114,114
2026-02-05,92,0,0,0,0,0,0,0,0,0,88,112,121,106,116
2026-02-06,96,0,0,0,0,0,0,0,0,0,92,112,116,85,130
2026-02-07,93,1,0,0,0,0,0,0,0,0,96,107,98,88,125
2026-02-08,90,1,0,0,0,0,0,0,0,0,93,93,85,87,117
2026-02-09,115,0,0,0,0,0,0,0,0,0,90,107,103,117,110
2026-02-10,119,0,1,0,0,0,0,0,0,0,115,94,99,119,99
2026-02-11,135,0,1,0,0,0,0,0,0,0,119,88,105,134,122
2026-02-12,123,0,1,0,0,0,0,0,0,0,135,92,112,121,112
2026-02-13,116,0,1,0,0,0,0,0,0,0,123,96,112,116,114
2026-02-14,104,1,1,0,0,0,0,0,0,0,116,93,107,98,106
2026-02-15,82,1,1,0,0,0,0,0,0,0,104,90,93,85,85
2026-02-16,79,0,1,0,0,0,0,0,0,0,82,115,107,103,88
2026-02-17,67,0,1,0,0,0,0,0,0,1,79,119,94,99,87
2026-02-18,76,0,1,0,0,0,0,0,0,0,67,135,88,105,117
2026-02-19,77,0,1,0,0,0,0,0,0,0,76,123,92,112,119
2026-02-20,85,0,1,0,0,0,0,0,0,0,77,116,96,112,134
2026-02-21,91,1,1,0,0,0,0,0,0,0,85,104,93,107,121
2026-02-22,86,1,1,0,0,0,0,0,0,0,91,82,90,93,116
2026-02-23,112,0,1,0,0,0,0,0,0,0,86,79,115,107,98
2026-02-24,104,0,1,0,0,0,0,0,0,0,112,67,119,94,85
2026-02-25,108,0,0,0,0,0,0,0,0,0,104,76,135,88,103
2026-02-26,103,0,0,0,0,0,0,0,0,0,108,77,123,92,99
2026-02-27,91,0,0,0,0,0,0,0,0,0,103,85,116,96,105
2026-02-28,91,1,0,0,0,0,0,0,0,0,91,91,104,93,112
2026-03-01,87,1,0,0,0,0,0,0,0,0,91,86,82,90,112
2026-03-02,112,0,0,0,0,0,0,0,0,0,87,112,79,115,107
2026-03-03,101,0,0,0,0,0,0,0,0,0,112,104,67,119,93
2026-03-04,104,0,0,0,0,0,0,0,0,0,101,108,76,135,107
2026-03-05,92,0,0,0,0,0,0,0,0,0,104,103,77,123,94
2026-03-06,82,0,0,0,0,0,0,0,0,0,92,91,85,116,88
2026-03-07,76,1,0,0,0,0,0,0,0,0,82,91,91,104,92
2026-03-08,68,1,0,0,0,0,0,0,0,0,76,87,86,82,96
2026-03-09,85,0,0,0,0,0,0,0,0,0,68,112,112,79,93
2026-03-10,81,0,0,0,0,0,0,0,0,0,85,101,104,67,90
2026-03-11,81,0,0,0,0,0,0,0,0,0,81,104,108,76,115
2026-03-12,88,0,0,0,0,0,0,0,1,0,81,92,103,77,119
2026-03-13,87,0,0,0,0,0,0,0,1,0,88,82,91,85,135
2026-03-14,86,1,0,1,0,0,0,0,1,0,87,76,91,91,123
2026-03-15,88,1,0,1,1,0,0,0,1,0,86,68,87,86,116
2026-03-16,78,0,0,1,1,0,0,0,1,0,88,85,112,112,104
2026-03-17,68,0,0,1,1,0,0,0,1,0,78,81,101,104,82
2026-03-18,58,0,0,1,1,0,0,0,1,0,68,81,104,108,79
2026-03-19,45,0,0,1,1,0,0,0,1,1,58,88,92,103,67
2026-03-20,35,0,0,1,1,0,0,0,1,0,45,87,82,91,76
2026-03-21,29,1,0,1,1,0,0,0,1,1,35,86,76,91,77
2026-03-23,36,0,0,1,1,0,0,0,1,0,28,78,85,112,91
2026-03-24,51,0,0,1,1,0,0,0,1,0,36,68,81,101,86
2026-03-25,75,0,0,1,1,0,0,0,1,0,51,58,81,104,112
2026-03-26,98,0,0,1,1,0,0,0,1,0,75,45,88,92,104
2026-03-27,117,0,0,1,1,0,0,0,0,0,98,35,87,82,108
2026-03-28,123,1,0,1,1,0,0,0,0,0,117,29,86,76,103
2026-03-29,119,1,0,0,1,0,0,0,0,0,123,28,88,68,91
2026-03-30,127,0,0,0,0,0,0,0,0,0,119,36,78,85,91
2026-03-31,109,0,0,0,0,0,0,0,0,0,127,51,68,81,87
2026-04-01,93,0,0,0,0,0,0,0,0,0,109,75,58,81,112
2026-04-02,59,0,0,0,0,0,0,0,0,0,93,98,45,88,101
2026-04-03,30,0,0,0,0,0,0,0,0,1,59,117,35,87,104
