tanggal,jumlah_pasien,is_weekend,is_imlek,is_idulfitri,is_idulfitri_sec,is_iduladha,is_waisak,is_natal,is_nyepi,is_libur_nasional,lag_1,lag_7,lag_14,lag_21,lag_30
2023-08-29,63,0,0,0,0,0,0,0,0,0,64,89,90,85,60
2023-08-30,59,0,0,0,0,0,0,0,0,0,63,91,89,92,82
2023-08-31,69,0,0,0,0,0,0,0,0,0,59,85,73,81,87
2023-09-01,80,0,0,0,0,0,0,0,0,0,69,76,74,64,89
2023-09-02,63,1,0,0,0,0,0,0,0,0,80,64,69,67,83
2023-09-03,56,1,0,0,0,0,0,0,0,0,63,57,69,57,75
2023-09-04,72,0,0,0,0,0,0,0,0,0,56,64,91,80,74
2023-09-05,80,0,0,0,0,0,0,0,0,0,72,63,89,90,65
2023-09-06,87,0,0,0,0,0,0,0,0,0,80,59,91,89,84
2023-09-07,91,0,0,0,0,0,0,0,0,0,87,69,85,73,85
2023-09-08,91,0,0,0,0,0,0,0,0,0,91,80,76,74,92
2023-09-09,85,1,0,0,0,0,0,0,0,0,91,63,64,69,81
2023-09-10,68,1,0,0,0,0,0,0,0,0,85,56,57,69,64
2023-09-11,83,0,0,0,0,0,0,0,0,0,68,72,64,91,67
2023-09-12,65,0,0,0,0,0,0,0,0,0,83,80,63,89,57
2023-09-13,73,0,0,0,0,0,0,0,0,0,65,87,59,91,80
2023-09-14,77,0,0,0,0,0,0,0,0,0,73,91,69,85,90
2023-09-15,72,0,0,0,0,0,0,0,0,0,77,91,80,76,89
2023-09-16,57,1,0,0,0,0,0,0,0,0,72,85,63,64,73
2023-09-17,61,1,0,0,0,0,0,0,0,0,57,68,56,57,74
2023-09-18,75,0,0,0,0,0,0,0,0,0,61,83,72,64,69
2023-09-19,85,0,0,0,0,0,0,0,0,0,75,65,80,63,69
2023-09-20,91,0,0,0,0,0,0,0,0,0,85,73,87,59,91
2023-09-21,79,0,0,0,0,0,0,0,0,0,91,77,91,69,89
2023-09-22,73,0,0,0,0,0,0,0,0,0,79,72,91,80,91
2023-09-23,69,1,0,0,0,0,0,0,0,0,73,57,85,63,85
2023-09-24,69,1,0,0,0,0,0,0,0,0,69,61,68,56,76
2023-09-25,93,0,0,0,0,0,0,0,0,0,69,75,83,72,64
2023-09-26,82,0,0,0,0,0,0,0,0,0,93,85,65,80,57
2023-09-27,70,0,0,0,0,0,0,0,0,0,82,91,73,87,64
2023-09-28,70,0,0,0,0,0,0,0,0,1,70,79,77,91,63
2023-09-29,75,0,0,0,0,0,0,0,0,0,70,73,72,91,59
2023-09-30,66,1,0,0,0,0,0,0,0,0,75,69,57,85,69
2023-10-01,56,1,0,0,0,0,0,0,0,0,66,69,61,68,80
2023-10-02,77,0,0,0,0,0,0,0,0,0,56,93,75,83,63
2023-10-03,83,0,0,0,0,0,0,0,0,0,77,82,85,65,56
2023-10-04,96,0,0,0,0,0,0,0,0,0,83,70,91,73,72
2023-10-05,93,0,0,0,0,0,0,0,0,0,96,70,79,77,80
2023-10-06,85,0,0,0,0,0,0,0,0,0,93,75,73,72,87
2023-10-07,77,1,0,0,0,0,0,0,0,0,85,66,69,57,91
2023-10-08,82,1,0,0,0,0,0,0,0,0,77,56,69,61,91
2023-10-09,92,0,0,0,0,0,0,0,0,0,82,77,93,75,85
2023-10-10,84,0,0,0,0,0,0,0,0,0,92,83,82,85,68
2023-10-11,84,0,0,0,0,0,0,0,0,0,84,96,70,91,83
2023-10-12,81,0,0,0,0,0,0,0,0,0,84,93,70,79,65
2023-10-13,81,0,0,0,0,0,0,0,0,0,81,85,75,73,73
2023-10-14,80,1,0,0,0,0,0,0,0,0,81,77,66,69,77
2023-10-15,70,1,0,0,0,0,0,0,0,0,80,82,56,69,72
2023-10-16,85,0,0,0,0,0,0,0,0,0,70,92,77,93,57
2023-10-17,99,0,0,0,0,0,0,0,0,0,85,84,83,82,61
2023-10-18,100,0,0,0,0,0,0,0,0,0,99,84,96,70,75
2023-10-19,99,0,0,0,0,0,0,0,0,0,100,81,93,70,85
2023-10-20,101,0,0,0,0,0,0,0,0,0,99,81,85,75,91
2023-10-21,89,1,0,0,0,0,0,0,0,0,101,80,77,66,79
2023-10-22,76,1,0,0,0,0,0,0,0,0,89,70,82,56,73
2023-10-23,104,0,0,0,0,0,0,0,0,0,76,85,92,77,69
2023-10-24,105,0,0,0,0,0,0,0,0,0,104,99,84,83,69
2023-10-25,108,0,0,0,0,0,0,0,0,0,105,100,84,96,93
2023-10-26,95,0,0,0,0,0,0,0,0,0,108,99,81,93,82
2023-10-27,91,0,0,0,0,0,0,0,0,0,95,101,81,85,70
2023-10-28,89,1,0,0,0,0,0,0,0,0,91,89,80,77,70
2023-10-29,87,1,0,0,0,0,0,0,0,0,89,76,70,82,75
2023-10-30,108,0,0,0,0,0,0,0,0,0,87,104,85,92,66
2023-10-31,97,0,0,0,0,0,0,0,0,0,108,105,99,84,56
2023-11-01,95,0,0,0,0,0,0,0,0,0,97,108,100,84,77
2023-11-02,92,0,0,0,0,0,0,0,0,0,95,95,99,81,83
2023-11-03,91,0,0,0,0,0,0,0,0,0,92,91,101,81,96
2023-11-04,80,1,0,0,0,0,0,0,0,0,91,89,89,80,93
2023-11-05,75,1,0,0,0,0,0,0,0,0,80,87,76,70,85
2023-11-06,96,0,0,0,0,0,0,0,0,0,75,108,104,85,77
2023-11-07,91,0,0,0,0,0,0,0,0,0,96,97,105,99,82
2023-11-08,106,0,0,0,0,0,0,0,0,0,91,95,108,100,92
2023-11-09,101,0,0,0,0,0,0,0,0,0,106,92,95,99,84
2023-11-10,97,0,0,0,0,0,0,0,0,0,101,91,91,101,84
2023-11-11,97,1,0,0,0,0,0,0,0,0,97,80,89,89,81
2023-11-12,81,1,0,0,0,0,0,0,0,0,97,75,87,76,81
